,config_enc,benchmark,network_type,encoding,configuration,k,n_nodes,n_edges,n_vars,n_clauses,n_groups,n_Avars,utime_enc,max_res_set_size_enc,exit_status_enc,config_solve,timeout,memory_limit,utime_solve,stime,wtime,max_res_set_size_solve,exit_status_solve,signal,optimised_value,arjun_time,encoding_t/o,encoding_m/o,solving_m/o,solving_t/o,other_error
90,config-0,socfb-Trinity100.mtx,social,,,2,2613.0,111996.0,10470.0,243160.0,2613.0,5244.0,42.43,206504,0,config-0,7200.0,4000000.0,7192.14,7.12,2:00:00,286848.0,124.0,,-1.0,,False,False,False,True,False
140,config-0,socfb-Trinity100.mtx,social,,,3,2613.0,111996.0,11354.0,246653.0,2613.0,6128.0,42.3,207004,0,config-0,7200.0,4000000.0,7187.02,11.4,2:00:00,300860.0,124.0,,-1.0,,False,False,False,True,False
190,config-0,socfb-Trinity100.mtx,social,,,4,2613.0,111996.0,12341.0,250124.0,2613.0,7115.0,41.39,207472,0,config-0,7200.0,4000000.0,7190.21,9.13,2:00:00,292076.0,124.0,,-1.0,,False,False,False,True,False
240,config-0,socfb-Trinity100.mtx,social,,,6,2613.0,111996.0,16143.0,255381.0,2613.0,10917.0,40.7,208164,0,config-0,7200.0,4000000.0,7162.71,20.88,2:00:00,291452.0,124.0,,-1.0,,False,False,False,True,False
290,config-0,socfb-Trinity100.mtx,social,,,8,2613.0,111996.0,17991.0,260177.0,2613.0,12765.0,41.09,208808,0,config-0,7200.0,4000000.0,7186.47,10.44,2:00:00,300896.0,124.0,,-1.0,,False,False,False,True,False
340,config-0,socfb-Trinity100.mtx,social,,,10,2613.0,111996.0,20101.0,264779.0,2613.0,14875.0,40.2,209436,0,config-0,7200.0,4000000.0,4901.82,8.95,1:21:50,297132.0,0.0,,5226.0,4901.82,False,False,False,False,False
390,config-0,socfb-Trinity100.mtx,social,,,12,2613.0,111996.0,22012.0,268166.0,2613.0,16786.0,39.75,209896,0,config-0,7200.0,4000000.0,5206.72,11.2,1:26:59,268692.0,0.0,,5226.0,5206.71,False,False,False,False,False
440,config-0,socfb-Trinity100.mtx,social,,,16,2613.0,111996.0,26186.0,274764.0,2613.0,20960.0,43.9,208724,0,config-0,7200.0,4000000.0,2893.62,7.07,48:21,271680.0,0.0,,5226.0,2893.61,False,False,False,False,False
41,config-0,socfb-USFCA72.mtx,social,,,1,2682.0,65252.0,5498.0,141538.0,2682.0,134.0,16.73,155980,0,config-0,7200.0,4000000.0,261.65,0.5,4:22,208412.0,0.0,,890.0,261.65,False,False,False,False,False
91,config-0,socfb-USFCA72.mtx,social,,,2,2682.0,65252.0,10731.0,150166.0,2682.0,5367.0,20.06,157164,0,config-0,7200.0,4000000.0,7067.12,5.61,1:57:52,235856.0,0.0,,2086.0,7067.11,False,False,False,False,False
141,config-0,socfb-USFCA72.mtx,social,,,3,2682.0,65252.0,11626.0,153739.0,2682.0,6262.0,20.76,157676,0,config-0,7200.0,4000000.0,7171.85,23.99,2:00:00,279684.0,124.0,,-1.0,,False,False,False,True,False
191,config-0,socfb-USFCA72.mtx,social,,,4,2682.0,65252.0,12645.0,157311.0,2682.0,7281.0,20.28,158160,0,config-0,7200.0,4000000.0,7180.34,16.82,2:00:00,291156.0,124.0,,-1.0,,False,False,False,True,False
241,config-0,socfb-USFCA72.mtx,social,,,6,2682.0,65252.0,16539.0,162663.0,2682.0,11175.0,19.9,158856,0,config-0,7200.0,4000000.0,7191.31,8.07,2:00:00,315248.0,124.0,,-1.0,,False,False,False,True,False
291,config-0,socfb-USFCA72.mtx,social,,,8,2682.0,65252.0,18451.0,167571.0,2682.0,13087.0,19.62,159532,0,config-0,7200.0,4000000.0,7190.81,7.18,2:00:00,308584.0,124.0,,-1.0,,False,False,False,True,False
341,config-0,socfb-USFCA72.mtx,social,,,10,2682.0,65252.0,20639.0,172369.0,2682.0,15275.0,19.36,160188,0,config-0,7200.0,4000000.0,3332.01,5.28,55:36,285148.0,0.0,,5364.0,3332.01,False,False,False,False,False
391,config-0,socfb-USFCA72.mtx,social,,,12,2682.0,65252.0,22563.0,175810.0,2682.0,17199.0,19.57,160640,0,config-0,7200.0,4000000.0,4221.67,3.98,1:10:25,288104.0,0.0,,5364.0,4221.67,False,False,False,False,False
441,config-0,socfb-USFCA72.mtx,social,,,16,2682.0,65252.0,26825.0,182488.0,2682.0,21461.0,19.51,161532,0,config-0,7200.0,4000000.0,3467.36,10.23,58:08,266960.0,0.0,,5364.0,3467.35,False,False,False,False,False
39,config-0,socfb-Vassar85.mtx,social,,,1,3068.0,119161.0,6277.0,250914.0,3068.0,141.0,35.24,214708,0,config-0,7200.0,4000000.0,1587.05,2.17,26:29,363504.0,0.0,,630.0,1587.05,False,False,False,False,False
89,config-0,socfb-Vassar85.mtx,social,,,2,3068.0,119161.0,12273.0,260814.0,3068.0,6137.0,39.69,216064,0,config-0,7200.0,4000000.0,7191.03,7.34,2:00:00,297528.0,124.0,,-1.0,,False,False,False,True,False
139,config-0,socfb-Vassar85.mtx,social,,,3,3068.0,119161.0,13296.0,264901.0,3068.0,7160.0,39.52,216628,0,config-0,7200.0,4000000.0,7189.18,9.14,2:00:00,344232.0,124.0,,-1.0,,False,False,False,True,False
189,config-0,socfb-Vassar85.mtx,social,,,4,3068.0,119161.0,14443.0,268987.0,3068.0,8307.0,39.29,217204,0,config-0,7200.0,4000000.0,7191.86,7.47,2:00:00,313932.0,124.0,,-1.0,,False,False,False,True,False
239,config-0,socfb-Vassar85.mtx,social,,,6,3068.0,119161.0,18915.0,275111.0,3068.0,12779.0,37.44,218004,0,config-0,7200.0,4000000.0,7190.24,9.21,2:00:00,317504.0,124.0,,-1.0,,False,False,False,True,False
289,config-0,socfb-Vassar85.mtx,social,,,8,3068.0,119161.0,21083.0,280725.0,3068.0,14947.0,37.5,218776,0,config-0,7200.0,4000000.0,6615.61,13.57,1:50:28,381064.0,0.0,,6136.0,6615.61,False,False,False,False,False
339,config-0,socfb-Vassar85.mtx,social,,,10,3068.0,119161.0,23735.0,286201.0,3068.0,17599.0,36.91,219524,0,config-0,7200.0,4000000.0,7187.63,8.76,2:00:00,304000.0,124.0,,-1.0,,False,False,False,True,False
389,config-0,socfb-Vassar85.mtx,social,,,12,3068.0,119161.0,25805.0,290154.0,3068.0,19669.0,37.7,220040,0,config-0,7200.0,4000000.0,7015.03,11.43,1:57:08,323968.0,0.0,,6136.0,7015.02,False,False,False,False,False
439,config-0,socfb-Vassar85.mtx,social,,,16,3068.0,119161.0,30643.0,297794.0,3068.0,24507.0,37.28,221052,0,config-0,7200.0,4000000.0,7185.08,12.67,2:00:00,305308.0,124.0,,-1.0,,False,False,False,True,False
43,config-0,socfb-Wellesley22.mtx,social,,,1,2970.0,94899.0,6079.0,201994.0,2970.0,139.0,57.26,188480,0,config-0,7200.0,4000000.0,733.16,1.08,12:14,294960.0,0.0,,756.0,733.15,False,False,False,False,False
93,config-0,socfb-Wellesley22.mtx,social,,,2,2970.0,94899.0,11883.0,211572.0,2970.0,5943.0,71.86,189792,0,config-0,7200.0,4000000.0,7192.52,7.08,2:00:00,271764.0,124.0,,-1.0,,False,False,False,True,False
143,config-0,socfb-Wellesley22.mtx,social,,,3,2970.0,94899.0,12874.0,215529.0,2970.0,6934.0,139.28,188304,0,config-0,7200.0,4000000.0,7189.19,7.06,2:00:00,301444.0,124.0,,-1.0,,False,False,False,True,False
193,config-0,socfb-Wellesley22.mtx,social,,,4,2970.0,94899.0,13989.0,219485.0,2970.0,8049.0,176.4,190888,0,config-0,7200.0,4000000.0,7189.58,11.58,2:00:00,339344.0,124.0,,-1.0,,False,False,False,True,False
243,config-0,socfb-Wellesley22.mtx,social,,,6,2970.0,94899.0,18235.0,225471.0,2970.0,12295.0,142.07,191664,0,config-0,7200.0,4000000.0,7191.37,8.11,2:00:00,291492.0,124.0,,-1.0,,False,False,False,True,False
293,config-0,socfb-Wellesley22.mtx,social,,,8,2970.0,94899.0,20333.0,230911.0,2970.0,14393.0,95.89,192416,0,config-0,7200.0,4000000.0,7169.51,25.28,2:00:00,310896.0,124.0,,-1.0,,False,False,False,True,False
343,config-0,socfb-Wellesley22.mtx,social,,,10,2970.0,94899.0,22825.0,236169.0,2970.0,16885.0,109.56,193140,0,config-0,7200.0,4000000.0,5678.54,10.32,1:34:49,299084.0,0.0,,5940.0,5678.53,False,False,False,False,False
393,config-0,socfb-Wellesley22.mtx,social,,,12,2970.0,94899.0,24899.0,239994.0,2970.0,18959.0,107.94,193644,0,config-0,7200.0,4000000.0,7187.22,9.01,2:00:00,284312.0,124.0,,-1.0,,False,False,False,True,False
443,config-0,socfb-Wellesley22.mtx,social,,,16,2970.0,94899.0,29481.0,247504.0,2970.0,23541.0,82.21,194648,0,config-0,7200.0,4000000.0,6088.59,18.59,1:41:56,278100.0,0.0,,5940.0,6088.58,False,False,False,False,False
30,config-0,socfb-Williams40.mtx,social,,,1,2790.0,112986.0,5716.0,237442.0,2790.0,136.0,35.99,207568,0,config-0,7200.0,4000000.0,1054.74,1.68,17:36,332960.0,0.0,,592.0,1054.73,False,False,False,False,False
80,config-0,socfb-Williams40.mtx,social,,,2,2790.0,112986.0,11163.0,246428.0,2790.0,5583.0,40.85,208808,0,config-0,7200.0,4000000.0,7187.18,9.54,2:00:00,290672.0,124.0,,-1.0,,False,False,False,True,False
130,config-0,socfb-Williams40.mtx,social,,,3,2790.0,112986.0,12096.0,250147.0,2790.0,6516.0,39.49,209328,0,config-0,7200.0,4000000.0,7189.4,9.01,2:00:00,310280.0,124.0,,-1.0,,False,False,False,True,False
180,config-0,socfb-Williams40.mtx,social,,,4,2790.0,112986.0,13147.0,253859.0,2790.0,7567.0,39.14,209836,0,config-0,7200.0,4000000.0,7189.94,8.21,2:00:00,301600.0,124.0,,-1.0,,False,False,False,True,False
230,config-0,socfb-Williams40.mtx,social,,,6,2790.0,112986.0,17147.0,259485.0,2790.0,11567.0,44.64,208548,0,config-0,7200.0,4000000.0,7019.21,11.86,1:57:11,342756.0,0.0,,5558.0,7019.21,False,False,False,False,False
280,config-0,socfb-Williams40.mtx,social,,,8,2790.0,112986.0,19123.0,264603.0,2790.0,13543.0,40.65,211272,0,config-0,7200.0,4000000.0,5699.73,13.0,1:35:12,311220.0,0.0,,5578.0,5699.73,False,False,False,False,False
330,config-0,socfb-Williams40.mtx,social,,,10,2790.0,112986.0,21487.0,269521.0,2790.0,15907.0,40.68,211924,0,config-0,7200.0,4000000.0,6808.63,15.98,1:53:48,327200.0,0.0,,5580.0,6808.62,False,False,False,False,False
380,config-0,socfb-Williams40.mtx,social,,,12,2790.0,112986.0,23209.0,273166.0,2790.0,17629.0,40.45,212432,0,config-0,7200.0,4000000.0,5015.34,13.53,1:23:50,294572.0,0.0,,5580.0,5015.34,False,False,False,False,False
430,config-0,socfb-Williams40.mtx,social,,,16,2790.0,112986.0,27709.0,280182.0,2790.0,22129.0,40.5,213364,0,config-0,7200.0,4000000.0,4846.67,6.78,1:20:54,283652.0,0.0,,5580.0,4846.65,False,False,False,False,False
35,config-0,socfb-nips-ego.edges,social,,,1,2888.0,2981.0,5914.0,17828.0,2888.0,138.0,1.69,58184,0,config-0,7200.0,4000000.0,7.1,0.01,0:07,9392.0,0.0,,5726.0,7.10,False,False,False,False,False
85,config-0,socfb-nips-ego.edges,social,,,2,2888.0,2981.0,11557.0,27138.0,2888.0,5781.0,7.07,60216,0,config-0,7200.0,4000000.0,18.81,0.05,0:18,33708.0,0.0,,5760.0,18.81,False,False,False,False,False
135,config-0,socfb-nips-ego.edges,social,,,3,2888.0,2981.0,12524.0,30989.0,2888.0,6748.0,6.91,60896,0,config-0,7200.0,4000000.0,12.38,0.04,0:12,15508.0,0.0,,5756.0,12.38,False,False,False,False,False
185,config-0,socfb-nips-ego.edges,social,,,4,2888.0,2981.0,13607.0,34831.0,2888.0,7831.0,6.9,61572,0,config-0,7200.0,4000000.0,15.13,0.04,0:15,15904.0,0.0,,5756.0,15.13,False,False,False,False,False
235,config-0,socfb-nips-ego.edges,social,,,6,2888.0,2981.0,17803.0,40603.0,2888.0,12027.0,5.64,63700,0,config-0,7200.0,4000000.0,16.51,0.03,0:16,18072.0,0.0,,5756.0,16.51,False,False,False,False,False
285,config-0,socfb-nips-ego.edges,social,,,8,2888.0,2981.0,19843.0,45877.0,2888.0,14067.0,5.76,64780,0,config-0,7200.0,4000000.0,22.97,0.05,0:23,19632.0,0.0,,5756.0,22.97,False,False,False,False,False
335,config-0,socfb-nips-ego.edges,social,,,10,2888.0,2981.0,22191.0,51053.0,2888.0,16415.0,5.63,66068,0,config-0,7200.0,4000000.0,26.63,0.03,0:26,21732.0,0.0,,5756.0,26.63,False,False,False,False,False
385,config-0,socfb-nips-ego.edges,social,,,12,2888.0,2981.0,24169.0,54798.0,2888.0,18393.0,5.42,67116,0,config-0,7200.0,4000000.0,24.53,0.03,0:24,22884.0,0.0,,5756.0,24.52,False,False,False,False,False
435,config-0,socfb-nips-ego.edges,social,,,16,2888.0,2981.0,28847.0,62146.0,2888.0,23071.0,5.73,71660,0,config-0,7200.0,4000000.0,30.2,0.04,0:30,27244.0,0.0,,5756.0,30.20,False,False,False,False,False
17,config-0,web-EPA.edges,webgraph,,,1,4271.0,8909.0,8707.0,35292.0,4271.0,165.0,1.79,68128,0,config-0,7200.0,4000000.0,33.32,0.03,0:33,15024.0,0.0,,5936.0,33.32,False,False,False,False,False
67,config-0,web-EPA.edges,webgraph,,,2,4271.0,8909.0,17128.0,49162.0,4271.0,8586.0,3.68,70312,0,config-0,7200.0,4000000.0,76.33,0.06,1:16,39860.0,0.0,,6946.0,76.33,False,False,False,False,False
117,config-0,web-EPA.edges,webgraph,,,3,4271.0,8909.0,18582.0,54883.0,4271.0,10040.0,3.74,71228,0,config-0,7200.0,4000000.0,158.58,0.12,2:39,114592.0,0.0,,7614.0,158.58,False,False,False,False,False
167,config-0,web-EPA.edges,webgraph,,,4,4271.0,8909.0,20241.0,60556.0,4271.0,11699.0,3.75,72384,0,config-0,7200.0,4000000.0,238.17,0.31,3:58,138076.0,0.0,,7896.0,238.17,False,False,False,False,False
217,config-0,web-EPA.edges,webgraph,,,6,4271.0,8909.0,26364.0,69133.0,4271.0,17822.0,3.43,76184,0,config-0,7200.0,4000000.0,315.42,0.25,5:15,166980.0,0.0,,8154.0,315.41,False,False,False,False,False
267,config-0,web-EPA.edges,webgraph,,,8,4271.0,8909.0,29428.0,76910.0,4271.0,20886.0,3.53,78632,0,config-0,7200.0,4000000.0,582.55,0.38,9:43,162440.0,0.0,,8284.0,582.54,False,False,False,False,False
317,config-0,web-EPA.edges,webgraph,,,10,4271.0,8909.0,32658.0,84557.0,4271.0,24116.0,3.66,81480,0,config-0,7200.0,4000000.0,329.59,0.14,5:29,136700.0,0.0,,8368.0,329.59,False,False,False,False,False
367,config-0,web-EPA.edges,webgraph,,,12,4271.0,8909.0,35968.0,90140.0,4271.0,27426.0,4.24,82568,0,config-0,7200.0,4000000.0,229.61,0.12,3:49,115472.0,0.0,,8398.0,229.60,False,False,False,False,False
417,config-0,web-EPA.edges,webgraph,,,16,4271.0,8909.0,42922.0,101125.0,4271.0,34380.0,4.38,86264,0,config-0,7200.0,4000000.0,155.21,0.08,2:35,108676.0,0.0,,8432.0,155.20,False,False,False,False,False
19,config-0,web-edu.mtx,webgraph,,,1,3031.0,6474.0,6203.0,25392.0,3031.0,141.0,13.19,91652,0,config-0,7200.0,4000000.0,16.5,0.04,0:16,10612.0,0.0,,2834.0,16.50,False,False,False,False,False
69,config-0,web-edu.mtx,webgraph,,,2,3031.0,6474.0,12153.0,35181.0,3031.0,6091.0,32.59,93012,0,config-0,7200.0,4000000.0,15.38,0.03,0:15,14532.0,0.0,,5578.0,15.38,False,False,False,False,False
119,config-0,web-edu.mtx,webgraph,,,3,3031.0,6474.0,13176.0,39231.0,3031.0,7114.0,30.29,94364,0,config-0,7200.0,4000000.0,17.88,0.04,0:17,15636.0,0.0,,5862.0,17.87,False,False,False,False,False
169,config-0,web-edu.mtx,webgraph,,,4,3031.0,6474.0,14314.0,43271.0,3031.0,8252.0,30.21,97044,0,config-0,7200.0,4000000.0,24.13,0.07,0:24,17296.0,0.0,,5924.0,24.12,False,False,False,False,False
219,config-0,web-edu.mtx,webgraph,,,6,3031.0,6474.0,18758.0,49330.0,3031.0,12696.0,25.37,97972,0,config-0,7200.0,4000000.0,21.22,0.03,0:21,19752.0,0.0,,5938.0,21.22,False,False,False,False,False
269,config-0,web-edu.mtx,webgraph,,,8,3031.0,6474.0,20908.0,54898.0,3031.0,14846.0,32.87,99912,0,config-0,7200.0,4000000.0,29.22,0.05,0:29,21580.0,0.0,,5948.0,29.21,False,False,False,False,False
319,config-0,web-edu.mtx,webgraph,,,10,3031.0,6474.0,23354.0,60263.0,3031.0,17292.0,29.19,100828,0,config-0,7200.0,4000000.0,34.86,0.06,0:34,23528.0,0.0,,5950.0,34.86,False,False,False,False,False
369,config-0,web-edu.mtx,webgraph,,,12,3031.0,6474.0,25593.0,64207.0,3031.0,19531.0,27.67,103284,0,config-0,7200.0,4000000.0,34.05,0.06,0:34,25620.0,0.0,,5958.0,34.04,False,False,False,False,False
419,config-0,web-edu.mtx,webgraph,,,16,3031.0,6474.0,30431.0,71810.0,3031.0,24369.0,23.25,105152,0,config-0,7200.0,4000000.0,51.7,0.07,0:51,34932.0,0.0,,5970.0,51.69,False,False,False,False,False
20,config-0,web-indochina-2004.mtx,webgraph,,,1,11358.0,47606.0,23000.0,141192.0,11358.0,284.0,10.84,157220,0,config-0,7200.0,4000000.0,181.48,0.07,3:01,38412.0,0.0,,15170.0,181.47,False,False,False,False,False
70,config-0,web-indochina-2004.mtx,webgraph,,,2,11358.0,47606.0,56784.0,186062.0,11358.0,34068.0,11.43,161232,0,config-0,7200.0,4000000.0,325.1,0.29,5:26,64412.0,0.0,,20008.0,325.08,False,False,False,False,False
120,config-0,web-indochina-2004.mtx,webgraph,,,3,11358.0,47606.0,68136.0,208765.0,11358.0,45420.0,11.52,169888,0,config-0,7200.0,4000000.0,350.41,0.29,5:50,72944.0,0.0,,22062.0,350.39,False,False,False,False,False
170,config-0,web-indochina-2004.mtx,webgraph,,,4,11358.0,47606.0,79486.0,231464.0,11358.0,56770.0,11.97,173320,0,config-0,7200.0,4000000.0,347.49,0.17,5:47,80652.0,0.0,,22462.0,347.48,False,False,False,False,False
220,config-0,web-indochina-2004.mtx,webgraph,,,6,11358.0,47606.0,102180.0,276850.0,11358.0,79464.0,12.32,186596,0,config-0,7200.0,4000000.0,486.6,0.67,8:08,99920.0,0.0,,22502.0,486.59,False,False,False,False,False
270,config-0,web-indochina-2004.mtx,webgraph,,,8,11358.0,47606.0,124866.0,322220.0,11358.0,102150.0,13.32,203736,0,config-0,7200.0,4000000.0,691.27,0.39,11:32,132264.0,0.0,,22520.0,691.24,False,False,False,False,False
320,config-0,web-indochina-2004.mtx,webgraph,,,10,11358.0,47606.0,147544.0,367574.0,11358.0,124828.0,13.66,214704,0,config-0,7200.0,4000000.0,674.67,0.79,11:16,139572.0,0.0,,22536.0,674.64,False,False,False,False,False
370,config-0,web-indochina-2004.mtx,webgraph,,,12,11358.0,47606.0,170214.0,412912.0,11358.0,147498.0,14.49,224916,0,config-0,7200.0,4000000.0,823.63,0.16,13:43,150676.0,0.0,,22560.0,823.60,False,False,False,False,False
420,config-0,web-indochina-2004.mtx,webgraph,,,16,11358.0,47606.0,215530.0,503540.0,11358.0,192814.0,15.72,276412,0,config-0,7200.0,4000000.0,898.94,1.47,15:00,192164.0,0.0,,22614.0,898.91,False,False,False,False,False
21,config-0,web-spam.mtx,webgraph,,,1,4767.0,37375.0,9707.0,94224.0,4767.0,173.0,9.05,131000,0,config-0,7200.0,4000000.0,84.57,0.07,1:24,83080.0,0.0,,3532.0,84.57,False,False,False,False,False
71,config-0,web-spam.mtx,webgraph,,,2,4767.0,37375.0,19098.0,109711.0,4767.0,9564.0,11.63,133148,0,config-0,7200.0,4000000.0,977.42,2.58,16:22,200988.0,0.0,,5932.0,977.41,False,False,False,False,False
121,config-0,web-spam.mtx,webgraph,,,3,4767.0,37375.0,20697.0,116073.0,4767.0,11163.0,11.83,134016,0,config-0,7200.0,4000000.0,2407.44,7.28,40:17,244400.0,0.0,,7190.0,2407.43,False,False,False,False,False
171,config-0,web-spam.mtx,webgraph,,,4,4767.0,37375.0,22548.0,122434.0,4767.0,13014.0,12.15,137260,0,config-0,7200.0,4000000.0,5664.74,3.6,1:34:31,265384.0,0.0,,8118.0,5664.73,False,False,False,False,False
221,config-0,web-spam.mtx,webgraph,,,6,4767.0,37375.0,29295.0,132051.0,4767.0,19761.0,11.4,138688,0,config-0,7200.0,4000000.0,7130.4,28.36,2:00:00,218568.0,124.0,,-1.0,,False,False,False,True,False
271,config-0,web-spam.mtx,webgraph,,,8,4767.0,37375.0,32710.0,140770.0,4767.0,23176.0,11.38,140048,0,config-0,7200.0,4000000.0,5319.99,9.75,1:29:02,277848.0,0.0,,9326.0,5319.98,False,False,False,False,False
321,config-0,web-spam.mtx,webgraph,,,10,4767.0,37375.0,36546.0,149233.0,4767.0,27012.0,11.66,141356,0,config-0,7200.0,4000000.0,4466.22,1.37,1:14:29,212072.0,0.0,,9424.0,4466.20,False,False,False,False,False
371,config-0,web-spam.mtx,webgraph,,,12,4767.0,37375.0,39676.0,155490.0,4767.0,30142.0,11.21,142304,0,config-0,7200.0,4000000.0,4152.31,8.68,1:09:39,199148.0,0.0,,9486.0,4152.29,False,False,False,False,False
421,config-0,web-spam.mtx,webgraph,,,16,4767.0,37375.0,47487.0,167416.0,4767.0,37953.0,11.89,147268,0,config-0,7200.0,4000000.0,2233.32,1.99,37:16,189764.0,0.0,,9520.0,2233.30,False,False,False,False,False
18,config-0,web-webbase-2001.mtx,webgraph,,,1,16062.0,25593.0,32452.0,116070.0,16062.0,328.0,6.03,146104,0,config-0,7200.0,4000000.0,596.68,0.21,9:58,46924.0,0.0,,26448.0,596.66,False,False,False,False,False
68,config-0,web-webbase-2001.mtx,webgraph,,,2,16062.0,25593.0,80304.0,179668.0,16062.0,48180.0,6.96,162820,0,config-0,7200.0,4000000.0,655.72,0.22,10:56,101216.0,0.0,,29838.0,655.70,False,False,False,False,False
118,config-0,web-webbase-2001.mtx,webgraph,,,3,16062.0,25593.0,96360.0,211779.0,16062.0,64236.0,7.47,168300,0,config-0,7200.0,4000000.0,621.52,0.72,10:22,96400.0,0.0,,30592.0,621.50,False,False,False,False,False
168,config-0,web-webbase-2001.mtx,webgraph,,,4,16062.0,25593.0,112414.0,243886.0,16062.0,80290.0,7.84,185688,0,config-0,7200.0,4000000.0,664.56,0.37,11:04,111604.0,0.0,,30974.0,664.54,False,False,False,False,False
218,config-0,web-webbase-2001.mtx,webgraph,,,6,16062.0,25593.0,144516.0,308088.0,16062.0,112392.0,8.75,202988,0,config-0,7200.0,4000000.0,782.12,0.21,13:02,156632.0,0.0,,31294.0,782.09,False,False,False,False,False
268,config-0,web-webbase-2001.mtx,webgraph,,,8,16062.0,25593.0,176610.0,372274.0,16062.0,144486.0,9.78,223176,0,config-0,7200.0,4000000.0,1025.68,0.21,17:06,182212.0,0.0,,31466.0,1025.66,False,False,False,False,False
318,config-0,web-webbase-2001.mtx,webgraph,,,10,16062.0,25593.0,208696.0,436444.0,16062.0,176572.0,11.32,265800,0,config-0,7200.0,4000000.0,1176.45,0.35,19:37,231912.0,0.0,,31584.0,1176.42,False,False,False,False,False
368,config-0,web-webbase-2001.mtx,webgraph,,,12,16062.0,25593.0,240774.0,500598.0,16062.0,208650.0,11.39,283840,0,config-0,7200.0,4000000.0,1319.51,0.48,22:00,265324.0,0.0,,31682.0,1319.48,False,False,False,False,False
418,config-0,web-webbase-2001.mtx,webgraph,,,16,16062.0,25593.0,304906.0,628858.0,16062.0,272782.0,14.01,323632,0,config-0,7200.0,4000000.0,1385.54,1.52,23:07,314820.0,0.0,,31784.0,1385.50,False,False,False,False,False
13,config-0,road-roadNet-PA.mtx,road,,,1,,,,,,,218.38,3650844,0,,,,,,,,,,,,False,True,False,False,False
63,config-0,road-roadNet-PA.mtx,road,,,2,,,,,,,214.07,3645004,0,,,,,,,,,,,,False,True,False,False,False
113,config-0,road-roadNet-PA.mtx,road,,,3,,,,,,,207.22,3650296,0,,,,,,,,,,,,False,True,False,False,False
163,config-0,road-roadNet-PA.mtx,road,,,4,,,,,,,202.22,3650980,0,,,,,,,,,,,,False,True,False,False,False
213,config-0,road-roadNet-PA.mtx,road,,,6,,,,,,,205.22,3650872,0,,,,,,,,,,,,False,True,False,False,False
263,config-0,road-roadNet-PA.mtx,road,,,8,,,,,,,200.27,3650868,0,,,,,,,,,,,,False,True,False,False,False
313,config-0,road-roadNet-PA.mtx,road,,,10,,,,,,,214.64,3650980,0,,,,,,,,,,,,False,True,False,False,False
363,config-0,road-roadNet-PA.mtx,road,,,12,,,,,,,208.14,3650840,0,,,,,,,,,,,,False,True,False,False,False
413,config-0,road-roadNet-PA.mtx,road,,,16,,,,,,,197.05,3644780,0,,,,,,,,,,,,False,True,False,False,False
