,config_enc,benchmark,network_type,encoding,configuration,ilp_configuration,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime_enc,max_res_set_size_enc,exit_status_enc,n_vars,n_csts,config_solve,timeout,memory_limit,utime_solve,stime,wtime,max_res_set_size_solve,exit_status_solve,signal,solution_time,deterministic_time,memout,all_rows_eliminated_during_preprocessing,n_rows,n_non_zeros,n_binaries,optimised_value,encoding_m/o,solving_t/o,solving_m/o
128,config0,road-luxembourg-osm.mtx,road,ilp,,config0,2,False,True,False,,,64.89,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
228,config0,road-luxembourg-osm.mtx,road,ilp,,config0,3,False,True,False,,,63.58,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
328,config0,road-luxembourg-osm.mtx,road,ilp,,config0,4,False,True,False,,,62.11,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
428,config0,road-luxembourg-osm.mtx,road,ilp,,config0,6,False,True,False,,,63.59,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
528,config0,road-luxembourg-osm.mtx,road,ilp,,config0,8,False,True,False,,,64.25,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
628,config0,road-luxembourg-osm.mtx,road,ilp,,config0,10,False,True,False,,,68.59,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
728,config0,road-luxembourg-osm.mtx,road,ilp,,config0,12,False,True,False,,,67.94,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
828,config0,road-luxembourg-osm.mtx,road,ilp,,config0,16,False,True,False,,,71.37,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
27,config0,road-minnesota.mtx,road,ilp,,config0,1,False,True,False,,,42.84,3656496,0,,,,,,,,,,,,,,,,,,,,True,False,False
127,config0,road-minnesota.mtx,road,ilp,,config0,2,False,True,False,,,30.79,3656716,0,,,,,,,,,,,,,,,,,,,,True,False,False
227,config0,road-minnesota.mtx,road,ilp,,config0,3,False,True,False,,,37.66,3658592,0,,,,,,,,,,,,,,,,,,,,True,False,False
327,config0,road-minnesota.mtx,road,ilp,,config0,4,False,True,False,,,37.29,3656544,0,,,,,,,,,,,,,,,,,,,,True,False,False
427,config0,road-minnesota.mtx,road,ilp,,config0,6,False,True,False,,,39.76,3656544,0,,,,,,,,,,,,,,,,,,,,True,False,False
527,config0,road-minnesota.mtx,road,ilp,,config0,8,False,True,False,,,37.41,3656544,0,,,,,,,,,,,,,,,,,,,,True,False,False
627,config0,road-minnesota.mtx,road,ilp,,config0,10,False,True,False,,,40.29,3656540,0,,,,,,,,,,,,,,,,,,,,True,False,False
727,config0,road-minnesota.mtx,road,ilp,,config0,12,False,True,False,,,39.01,3656544,0,,,,,,,,,,,,,,,,,,,,True,False,False
827,config0,road-minnesota.mtx,road,ilp,,config0,16,False,True,False,,,37.03,3656540,0,,,,,,,,,,,,,,,,,,,,True,False,False
26,config0,road-roadNet-PA.mtx,road,ilp,,config0,1,False,True,False,,,405.2,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
126,config0,road-roadNet-PA.mtx,road,ilp,,config0,2,False,True,False,,,392.78,3656768,0,,,,,,,,,,,,,,,,,,,,True,False,False
226,config0,road-roadNet-PA.mtx,road,ilp,,config0,3,False,True,False,,,404.16,3656760,0,,,,,,,,,,,,,,,,,,,,True,False,False
326,config0,road-roadNet-PA.mtx,road,ilp,,config0,4,False,True,False,,,395.38,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
426,config0,road-roadNet-PA.mtx,road,ilp,,config0,6,False,True,False,,,403.95,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
526,config0,road-roadNet-PA.mtx,road,ilp,,config0,8,False,True,False,,,402.49,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
626,config0,road-roadNet-PA.mtx,road,ilp,,config0,10,False,True,False,,,416.37,3656792,0,,,,,,,,,,,,,,,,,,,,True,False,False
726,config0,road-roadNet-PA.mtx,road,ilp,,config0,12,False,True,False,,,395.85,3656788,0,,,,,,,,,,,,,,,,,,,,True,False,False
826,config0,road-roadNet-PA.mtx,road,ilp,,config0,16,False,True,False,,,397.06,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
61,config0,soc-dolphins.mtx,social,ilp,,config0,1,False,True,True,62.0,159.0,2.32,87740,0,124.0,2013.0,,,,,,,,,,,,,,,,,,False,False,False
161,config0,soc-dolphins.mtx,social,ilp,,config0,2,False,True,False,,,63.7,3655728,0,,,,,,,,,,,,,,,,,,,,True,False,False
261,config0,soc-dolphins.mtx,social,ilp,,config0,3,False,True,False,,,41.82,3531204,0,,,,,,,,,,,,,,,,,,,,True,False,False
361,config0,soc-dolphins.mtx,social,ilp,,config0,4,False,True,False,,,40.17,3639552,0,,,,,,,,,,,,,,,,,,,,True,False,False
461,config0,soc-dolphins.mtx,social,ilp,,config0,6,False,True,False,,,48.04,3658656,1,,,,,,,,,,,,,,,,,,,,True,False,False
561,config0,soc-dolphins.mtx,social,ilp,,config0,8,False,True,False,,,48.2,3656612,1,,,,,,,,,,,,,,,,,,,,True,False,False
661,config0,soc-dolphins.mtx,social,ilp,,config0,10,False,True,False,,,46.14,3656616,1,,,,,,,,,,,,,,,,,,,,True,False,False
761,config0,soc-dolphins.mtx,social,ilp,,config0,12,False,True,False,,,47.11,3656612,1,,,,,,,,,,,,,,,,,,,,True,False,False
861,config0,soc-dolphins.mtx,social,ilp,,config0,16,False,True,False,,,49.12,3656612,1,,,,,,,,,,,,,,,,,,,,True,False,False
8,config0,soccer_ball.txt,geometric,ilp,,config0,1,False,True,True,32.0,90.0,1.28,52376,0,64.0,560.0,,,,,,,,,,,,,,,,,,False,False,False
108,config0,soccer_ball.txt,geometric,ilp,,config0,2,False,True,True,32.0,90.0,5.94,420812,0,64.0,120722.0,,,,,,,,,,,,,,,,,,False,False,False
208,config0,soccer_ball.txt,geometric,ilp,,config0,3,False,True,False,,,47.96,3728620,1,,,,,,,,,,,,,,,,,,,,True,False,False
308,config0,soccer_ball.txt,geometric,ilp,,config0,4,False,True,False,,,46.94,3728580,1,,,,,,,,,,,,,,,,,,,,True,False,False
408,config0,soccer_ball.txt,geometric,ilp,,config0,6,False,True,False,,,137.56,3728424,1,,,,,,,,,,,,,,,,,,,,True,False,False
508,config0,soccer_ball.txt,geometric,ilp,,config0,8,False,True,False,,,1192.4,3728584,1,,,,,,,,,,,,,,,,,,,,True,False,False
608,config0,soccer_ball.txt,geometric,ilp,,config0,10,True,True,True,,,3599.38,1861240,0,,,,,,,,,,,,,,,,,,,,False,False,False
708,config0,soccer_ball.txt,geometric,ilp,,config0,12,True,True,True,,,3600.43,419568,0,,,,,,,,,,,,,,,,,,,,False,False,False
808,config0,soccer_ball.txt,geometric,ilp,,config0,16,True,True,True,,,3600.43,419580,0,,,,,,,,,,,,,,,,,,,,False,False,False
65,config0,socfb-Amherst41.mtx,social,ilp,,config0,1,False,True,False,,,103.87,3656692,0,,,,,,,,,,,,,,,,,,,,True,False,False
165,config0,socfb-Amherst41.mtx,social,ilp,,config0,2,False,True,False,,,108.92,3658608,0,,,,,,,,,,,,,,,,,,,,True,False,False
265,config0,socfb-Amherst41.mtx,social,ilp,,config0,3,False,True,False,,,110.54,3656564,0,,,,,,,,,,,,,,,,,,,,True,False,False
365,config0,socfb-Amherst41.mtx,social,ilp,,config0,4,False,True,False,,,108.87,3656564,0,,,,,,,,,,,,,,,,,,,,True,False,False
465,config0,socfb-Amherst41.mtx,social,ilp,,config0,6,False,True,False,,,105.67,3656556,0,,,,,,,,,,,,,,,,,,,,True,False,False
565,config0,socfb-Amherst41.mtx,social,ilp,,config0,8,False,True,False,,,106.98,3656568,0,,,,,,,,,,,,,,,,,,,,True,False,False
665,config0,socfb-Amherst41.mtx,social,ilp,,config0,10,False,True,False,,,101.98,3656560,0,,,,,,,,,,,,,,,,,,,,True,False,False
765,config0,socfb-Amherst41.mtx,social,ilp,,config0,12,False,True,False,,,106.02,3656556,0,,,,,,,,,,,,,,,,,,,,True,False,False
865,config0,socfb-Amherst41.mtx,social,ilp,,config0,16,False,True,False,,,104.93,3656548,0,,,,,,,,,,,,,,,,,,,,True,False,False
58,config0,socfb-Bowdoin47.mtx,social,ilp,,config0,1,False,True,False,,,97.91,3656544,0,,,,,,,,,,,,,,,,,,,,True,False,False
158,config0,socfb-Bowdoin47.mtx,social,ilp,,config0,2,False,True,False,,,97.97,3656636,0,,,,,,,,,,,,,,,,,,,,True,False,False
258,config0,socfb-Bowdoin47.mtx,social,ilp,,config0,3,False,True,False,,,99.61,3656640,0,,,,,,,,,,,,,,,,,,,,True,False,False
358,config0,socfb-Bowdoin47.mtx,social,ilp,,config0,4,False,True,False,,,100.07,3656648,0,,,,,,,,,,,,,,,,,,,,True,False,False
458,config0,socfb-Bowdoin47.mtx,social,ilp,,config0,6,False,True,False,,,90.23,3656644,0,,,,,,,,,,,,,,,,,,,,True,False,False
558,config0,socfb-Bowdoin47.mtx,social,ilp,,config0,8,False,True,False,,,89.74,3656656,0,,,,,,,,,,,,,,,,,,,,True,False,False
658,config0,socfb-Bowdoin47.mtx,social,ilp,,config0,10,False,True,False,,,88.74,3656660,0,,,,,,,,,,,,,,,,,,,,True,False,False
758,config0,socfb-Bowdoin47.mtx,social,ilp,,config0,12,False,True,False,,,87.34,3656624,0,,,,,,,,,,,,,,,,,,,,True,False,False
858,config0,socfb-Bowdoin47.mtx,social,ilp,,config0,16,False,True,False,,,86.37,3656660,0,,,,,,,,,,,,,,,,,,,,True,False,False
74,config0,socfb-Caltech36.mtx,social,ilp,,config0,1,False,True,False,,,53.26,3257988,0,,,,,,,,,,,,,,,,,,,,False,False,False
174,config0,socfb-Caltech36.mtx,social,ilp,,config0,2,False,True,False,,,33.33,3656524,0,,,,,,,,,,,,,,,,,,,,True,False,False
274,config0,socfb-Caltech36.mtx,social,ilp,,config0,3,False,True,False,,,38.87,3656672,0,,,,,,,,,,,,,,,,,,,,True,False,False
374,config0,socfb-Caltech36.mtx,social,ilp,,config0,4,False,True,False,,,39.0,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
474,config0,socfb-Caltech36.mtx,social,ilp,,config0,6,False,True,False,,,38.88,3656676,0,,,,,,,,,,,,,,,,,,,,True,False,False
574,config0,socfb-Caltech36.mtx,social,ilp,,config0,8,False,True,False,,,40.86,3658720,0,,,,,,,,,,,,,,,,,,,,True,False,False
674,config0,socfb-Caltech36.mtx,social,ilp,,config0,10,False,True,False,,,40.63,3656676,0,,,,,,,,,,,,,,,,,,,,True,False,False
774,config0,socfb-Caltech36.mtx,social,ilp,,config0,12,False,True,False,,,40.27,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
874,config0,socfb-Caltech36.mtx,social,ilp,,config0,16,False,True,False,,,41.97,3656672,0,,,,,,,,,,,,,,,,,,,,True,False,False
60,config0,socfb-Colgate88.mtx,social,ilp,,config0,1,False,True,False,,,173.14,3658804,0,,,,,,,,,,,,,,,,,,,,True,False,False
160,config0,socfb-Colgate88.mtx,social,ilp,,config0,2,False,True,False,,,164.35,3656756,0,,,,,,,,,,,,,,,,,,,,True,False,False
260,config0,socfb-Colgate88.mtx,social,ilp,,config0,3,False,True,False,,,162.82,3658800,0,,,,,,,,,,,,,,,,,,,,True,False,False
360,config0,socfb-Colgate88.mtx,social,ilp,,config0,4,False,True,False,,,154.58,3656748,0,,,,,,,,,,,,,,,,,,,,True,False,False
460,config0,socfb-Colgate88.mtx,social,ilp,,config0,6,False,True,False,,,152.22,3656760,0,,,,,,,,,,,,,,,,,,,,True,False,False
560,config0,socfb-Colgate88.mtx,social,ilp,,config0,8,False,True,False,,,149.98,3656748,0,,,,,,,,,,,,,,,,,,,,True,False,False
660,config0,socfb-Colgate88.mtx,social,ilp,,config0,10,False,True,False,,,155.51,3656752,0,,,,,,,,,,,,,,,,,,,,True,False,False
760,config0,socfb-Colgate88.mtx,social,ilp,,config0,12,False,True,False,,,145.88,3656748,0,,,,,,,,,,,,,,,,,,,,True,False,False
860,config0,socfb-Colgate88.mtx,social,ilp,,config0,16,False,True,False,,,146.79,3656752,0,,,,,,,,,,,,,,,,,,,,True,False,False
70,config0,socfb-Hamilton46.mtx,social,ilp,,config0,1,False,True,False,,,109.0,3656760,0,,,,,,,,,,,,,,,,,,,,True,False,False
170,config0,socfb-Hamilton46.mtx,social,ilp,,config0,2,False,True,False,,,112.52,3658820,0,,,,,,,,,,,,,,,,,,,,True,False,False
270,config0,socfb-Hamilton46.mtx,social,ilp,,config0,3,False,True,False,,,109.95,3656776,0,,,,,,,,,,,,,,,,,,,,True,False,False
370,config0,socfb-Hamilton46.mtx,social,ilp,,config0,4,False,True,False,,,106.99,3656760,0,,,,,,,,,,,,,,,,,,,,True,False,False
470,config0,socfb-Hamilton46.mtx,social,ilp,,config0,6,False,True,False,,,111.7,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
570,config0,socfb-Hamilton46.mtx,social,ilp,,config0,8,False,True,False,,,103.38,3656772,0,,,,,,,,,,,,,,,,,,,,True,False,False
670,config0,socfb-Hamilton46.mtx,social,ilp,,config0,10,False,True,False,,,106.85,3656772,0,,,,,,,,,,,,,,,,,,,,True,False,False
770,config0,socfb-Hamilton46.mtx,social,ilp,,config0,12,False,True,False,,,105.3,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
870,config0,socfb-Hamilton46.mtx,social,ilp,,config0,16,False,True,False,,,104.1,3656772,0,,,,,,,,,,,,,,,,,,,,True,False,False
62,config0,socfb-Haverford76.mtx,social,ilp,,config0,1,False,True,False,,,91.04,3656728,0,,,,,,,,,,,,,,,,,,,,True,False,False
162,config0,socfb-Haverford76.mtx,social,ilp,,config0,2,False,True,False,,,79.84,3656692,0,,,,,,,,,,,,,,,,,,,,True,False,False
262,config0,socfb-Haverford76.mtx,social,ilp,,config0,3,False,True,False,,,78.69,3656704,0,,,,,,,,,,,,,,,,,,,,True,False,False
362,config0,socfb-Haverford76.mtx,social,ilp,,config0,4,False,True,False,,,80.57,3656696,0,,,,,,,,,,,,,,,,,,,,True,False,False
462,config0,socfb-Haverford76.mtx,social,ilp,,config0,6,False,True,False,,,81.92,3656704,0,,,,,,,,,,,,,,,,,,,,True,False,False
562,config0,socfb-Haverford76.mtx,social,ilp,,config0,8,False,True,False,,,79.86,3656704,0,,,,,,,,,,,,,,,,,,,,True,False,False
662,config0,socfb-Haverford76.mtx,social,ilp,,config0,10,False,True,False,,,80.03,3656700,0,,,,,,,,,,,,,,,,,,,,True,False,False
762,config0,socfb-Haverford76.mtx,social,ilp,,config0,12,False,True,False,,,79.16,3656704,0,,,,,,,,,,,,,,,,,,,,True,False,False
862,config0,socfb-Haverford76.mtx,social,ilp,,config0,16,False,True,False,,,78.76,3656708,0,,,,,,,,,,,,,,,,,,,,True,False,False
63,config0,socfb-Mich67.mtx,social,ilp,,config0,1,False,True,False,,,76.69,3656644,0,,,,,,,,,,,,,,,,,,,,True,False,False
163,config0,socfb-Mich67.mtx,social,ilp,,config0,2,False,True,False,,,72.38,3656740,0,,,,,,,,,,,,,,,,,,,,True,False,False
263,config0,socfb-Mich67.mtx,social,ilp,,config0,3,False,True,False,,,71.87,3656756,0,,,,,,,,,,,,,,,,,,,,True,False,False
363,config0,socfb-Mich67.mtx,social,ilp,,config0,4,False,True,False,,,79.27,3658784,0,,,,,,,,,,,,,,,,,,,,True,False,False
463,config0,socfb-Mich67.mtx,social,ilp,,config0,6,False,True,False,,,82.12,3656752,0,,,,,,,,,,,,,,,,,,,,True,False,False
563,config0,socfb-Mich67.mtx,social,ilp,,config0,8,False,True,False,,,81.21,3656760,0,,,,,,,,,,,,,,,,,,,,True,False,False
663,config0,socfb-Mich67.mtx,social,ilp,,config0,10,False,True,False,,,76.95,3656748,0,,,,,,,,,,,,,,,,,,,,True,False,False
763,config0,socfb-Mich67.mtx,social,ilp,,config0,12,False,True,False,,,77.68,3656748,0,,,,,,,,,,,,,,,,,,,,True,False,False
863,config0,socfb-Mich67.mtx,social,ilp,,config0,16,False,True,False,,,73.14,3656752,0,,,,,,,,,,,,,,,,,,,,True,False,False
77,config0,socfb-Middlebury45.mtx,social,ilp,,config0,1,False,True,False,,,138.93,3656620,0,,,,,,,,,,,,,,,,,,,,True,False,False
177,config0,socfb-Middlebury45.mtx,social,ilp,,config0,2,False,True,False,,,132.79,3656612,0,,,,,,,,,,,,,,,,,,,,True,False,False
277,config0,socfb-Middlebury45.mtx,social,ilp,,config0,3,False,True,False,,,129.21,3656616,0,,,,,,,,,,,,,,,,,,,,True,False,False
377,config0,socfb-Middlebury45.mtx,social,ilp,,config0,4,False,True,False,,,127.4,3656628,0,,,,,,,,,,,,,,,,,,,,True,False,False
477,config0,socfb-Middlebury45.mtx,social,ilp,,config0,6,False,True,False,,,123.34,3656628,0,,,,,,,,,,,,,,,,,,,,True,False,False
577,config0,socfb-Middlebury45.mtx,social,ilp,,config0,8,False,True,False,,,120.37,3656628,0,,,,,,,,,,,,,,,,,,,,True,False,False
677,config0,socfb-Middlebury45.mtx,social,ilp,,config0,10,False,True,False,,,120.42,3656620,0,,,,,,,,,,,,,,,,,,,,True,False,False
777,config0,socfb-Middlebury45.mtx,social,ilp,,config0,12,False,True,False,,,137.94,3656636,0,,,,,,,,,,,,,,,,,,,,True,False,False
877,config0,socfb-Middlebury45.mtx,social,ilp,,config0,16,False,True,False,,,137.72,3656616,0,,,,,,,,,,,,,,,,,,,,True,False,False
66,config0,socfb-Oberlin44.mtx,social,ilp,,config0,1,False,True,False,,,76.29,3656640,0,,,,,,,,,,,,,,,,,,,,True,False,False
166,config0,socfb-Oberlin44.mtx,social,ilp,,config0,2,False,True,False,,,73.15,3656712,0,,,,,,,,,,,,,,,,,,,,True,False,False
266,config0,socfb-Oberlin44.mtx,social,ilp,,config0,3,False,True,False,,,73.3,3656724,0,,,,,,,,,,,,,,,,,,,,True,False,False
366,config0,socfb-Oberlin44.mtx,social,ilp,,config0,4,False,True,False,,,74.83,3656708,0,,,,,,,,,,,,,,,,,,,,True,False,False
466,config0,socfb-Oberlin44.mtx,social,ilp,,config0,6,False,True,False,,,75.23,3656708,0,,,,,,,,,,,,,,,,,,,,True,False,False
566,config0,socfb-Oberlin44.mtx,social,ilp,,config0,8,False,True,False,,,91.54,3658760,0,,,,,,,,,,,,,,,,,,,,True,False,False
666,config0,socfb-Oberlin44.mtx,social,ilp,,config0,10,False,True,False,,,93.15,3656708,0,,,,,,,,,,,,,,,,,,,,True,False,False
766,config0,socfb-Oberlin44.mtx,social,ilp,,config0,12,False,True,False,,,87.12,3656724,0,,,,,,,,,,,,,,,,,,,,True,False,False
866,config0,socfb-Oberlin44.mtx,social,ilp,,config0,16,False,True,False,,,85.77,3656724,0,,,,,,,,,,,,,,,,,,,,True,False,False
67,config0,socfb-Pepperdine86.mtx,social,ilp,,config0,1,False,True,False,,,180.18,3656600,0,,,,,,,,,,,,,,,,,,,,True,False,False
167,config0,socfb-Pepperdine86.mtx,social,ilp,,config0,2,False,True,False,,,168.75,3656728,0,,,,,,,,,,,,,,,,,,,,True,False,False
267,config0,socfb-Pepperdine86.mtx,social,ilp,,config0,3,False,True,False,,,176.16,3656716,0,,,,,,,,,,,,,,,,,,,,True,False,False
367,config0,socfb-Pepperdine86.mtx,social,ilp,,config0,4,False,True,False,,,171.23,3656720,0,,,,,,,,,,,,,,,,,,,,True,False,False
467,config0,socfb-Pepperdine86.mtx,social,ilp,,config0,6,False,True,False,,,175.68,3656732,0,,,,,,,,,,,,,,,,,,,,True,False,False
567,config0,socfb-Pepperdine86.mtx,social,ilp,,config0,8,False,True,False,,,197.01,3656732,0,,,,,,,,,,,,,,,,,,,,True,False,False
667,config0,socfb-Pepperdine86.mtx,social,ilp,,config0,10,False,True,False,,,189.34,3656724,0,,,,,,,,,,,,,,,,,,,,True,False,False
767,config0,socfb-Pepperdine86.mtx,social,ilp,,config0,12,False,True,False,,,177.57,3656720,0,,,,,,,,,,,,,,,,,,,,True,False,False
867,config0,socfb-Pepperdine86.mtx,social,ilp,,config0,16,False,True,False,,,170.83,3656724,0,,,,,,,,,,,,,,,,,,,,True,False,False
68,config0,socfb-Reed98.mtx,social,ilp,,config0,1,False,True,False,,,39.28,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
168,config0,socfb-Reed98.mtx,social,ilp,,config0,2,False,True,False,,,32.41,3656664,0,,,,,,,,,,,,,,,,,,,,True,False,False
268,config0,socfb-Reed98.mtx,social,ilp,,config0,3,False,True,False,,,34.86,3656584,0,,,,,,,,,,,,,,,,,,,,True,False,False
368,config0,socfb-Reed98.mtx,social,ilp,,config0,4,False,True,False,,,36.0,3658624,0,,,,,,,,,,,,,,,,,,,,True,False,False
468,config0,socfb-Reed98.mtx,social,ilp,,config0,6,False,True,False,,,36.75,3656584,0,,,,,,,,,,,,,,,,,,,,True,False,False
568,config0,socfb-Reed98.mtx,social,ilp,,config0,8,False,True,False,,,38.44,3656592,0,,,,,,,,,,,,,,,,,,,,True,False,False
668,config0,socfb-Reed98.mtx,social,ilp,,config0,10,False,True,False,,,36.58,3656584,0,,,,,,,,,,,,,,,,,,,,True,False,False
768,config0,socfb-Reed98.mtx,social,ilp,,config0,12,False,True,False,,,36.0,3656572,0,,,,,,,,,,,,,,,,,,,,True,False,False
868,config0,socfb-Reed98.mtx,social,ilp,,config0,16,False,True,False,,,35.17,3656596,0,,,,,,,,,,,,,,,,,,,,True,False,False
73,config0,socfb-Simmons81.mtx,social,ilp,,config0,1,False,True,False,,,43.01,3656624,0,,,,,,,,,,,,,,,,,,,,True,False,False
173,config0,socfb-Simmons81.mtx,social,ilp,,config0,2,False,True,False,,,41.61,3658612,0,,,,,,,,,,,,,,,,,,,,True,False,False
273,config0,socfb-Simmons81.mtx,social,ilp,,config0,3,False,True,False,,,41.71,3656568,0,,,,,,,,,,,,,,,,,,,,True,False,False
373,config0,socfb-Simmons81.mtx,social,ilp,,config0,4,False,True,False,,,41.73,3656568,0,,,,,,,,,,,,,,,,,,,,True,False,False
473,config0,socfb-Simmons81.mtx,social,ilp,,config0,6,False,True,False,,,42.11,3656560,0,,,,,,,,,,,,,,,,,,,,True,False,False
573,config0,socfb-Simmons81.mtx,social,ilp,,config0,8,False,True,False,,,42.24,3656564,0,,,,,,,,,,,,,,,,,,,,True,False,False
673,config0,socfb-Simmons81.mtx,social,ilp,,config0,10,False,True,False,,,43.34,3658608,0,,,,,,,,,,,,,,,,,,,,True,False,False
773,config0,socfb-Simmons81.mtx,social,ilp,,config0,12,False,True,False,,,40.91,3656576,0,,,,,,,,,,,,,,,,,,,,True,False,False
873,config0,socfb-Simmons81.mtx,social,ilp,,config0,16,False,True,False,,,39.62,3656580,0,,,,,,,,,,,,,,,,,,,,True,False,False
75,config0,socfb-Smith60.mtx,social,ilp,,config0,1,False,True,False,,,88.16,3656564,0,,,,,,,,,,,,,,,,,,,,True,False,False
175,config0,socfb-Smith60.mtx,social,ilp,,config0,2,False,True,False,,,81.56,3656556,0,,,,,,,,,,,,,,,,,,,,True,False,False
275,config0,socfb-Smith60.mtx,social,ilp,,config0,3,False,True,False,,,83.2,3656556,0,,,,,,,,,,,,,,,,,,,,True,False,False
375,config0,socfb-Smith60.mtx,social,ilp,,config0,4,False,True,False,,,96.25,3658596,0,,,,,,,,,,,,,,,,,,,,True,False,False
475,config0,socfb-Smith60.mtx,social,ilp,,config0,6,False,True,False,,,97.04,3656556,0,,,,,,,,,,,,,,,,,,,,True,False,False
575,config0,socfb-Smith60.mtx,social,ilp,,config0,8,False,True,False,,,92.72,3656548,0,,,,,,,,,,,,,,,,,,,,True,False,False
675,config0,socfb-Smith60.mtx,social,ilp,,config0,10,False,True,False,,,95.0,3656536,0,,,,,,,,,,,,,,,,,,,,True,False,False
775,config0,socfb-Smith60.mtx,social,ilp,,config0,12,False,True,False,,,93.17,3656532,0,,,,,,,,,,,,,,,,,,,,True,False,False
875,config0,socfb-Smith60.mtx,social,ilp,,config0,16,False,True,False,,,90.88,3656544,0,,,,,,,,,,,,,,,,,,,,True,False,False
78,config0,socfb-Swarthmore42.mtx,social,ilp,,config0,1,False,True,False,,,82.4,3656760,0,,,,,,,,,,,,,,,,,,,,True,False,False
178,config0,socfb-Swarthmore42.mtx,social,ilp,,config0,2,False,True,False,,,77.87,3656684,0,,,,,,,,,,,,,,,,,,,,True,False,False
278,config0,socfb-Swarthmore42.mtx,social,ilp,,config0,3,False,True,False,,,77.32,3656656,0,,,,,,,,,,,,,,,,,,,,True,False,False
378,config0,socfb-Swarthmore42.mtx,social,ilp,,config0,4,False,True,False,,,75.07,3656676,0,,,,,,,,,,,,,,,,,,,,True,False,False
478,config0,socfb-Swarthmore42.mtx,social,ilp,,config0,6,False,True,False,,,74.99,3656684,0,,,,,,,,,,,,,,,,,,,,True,False,False
578,config0,socfb-Swarthmore42.mtx,social,ilp,,config0,8,False,True,False,,,73.29,3656668,0,,,,,,,,,,,,,,,,,,,,True,False,False
678,config0,socfb-Swarthmore42.mtx,social,ilp,,config0,10,False,True,False,,,70.99,3656668,0,,,,,,,,,,,,,,,,,,,,True,False,False
778,config0,socfb-Swarthmore42.mtx,social,ilp,,config0,12,False,True,False,,,69.57,3656676,0,,,,,,,,,,,,,,,,,,,,True,False,False
878,config0,socfb-Swarthmore42.mtx,social,ilp,,config0,16,False,True,False,,,69.9,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
76,config0,socfb-Trinity100.mtx,social,ilp,,config0,1,False,True,False,,,109.71,3656672,0,,,,,,,,,,,,,,,,,,,,True,False,False
176,config0,socfb-Trinity100.mtx,social,ilp,,config0,2,False,True,False,,,104.03,3656668,0,,,,,,,,,,,,,,,,,,,,True,False,False
276,config0,socfb-Trinity100.mtx,social,ilp,,config0,3,False,True,False,,,104.98,3656672,0,,,,,,,,,,,,,,,,,,,,True,False,False
376,config0,socfb-Trinity100.mtx,social,ilp,,config0,4,False,True,False,,,104.27,3656668,0,,,,,,,,,,,,,,,,,,,,True,False,False
476,config0,socfb-Trinity100.mtx,social,ilp,,config0,6,False,True,False,,,104.2,3656656,0,,,,,,,,,,,,,,,,,,,,True,False,False
576,config0,socfb-Trinity100.mtx,social,ilp,,config0,8,False,True,False,,,102.4,3656668,0,,,,,,,,,,,,,,,,,,,,True,False,False
676,config0,socfb-Trinity100.mtx,social,ilp,,config0,10,False,True,False,,,102.79,3656664,0,,,,,,,,,,,,,,,,,,,,True,False,False
776,config0,socfb-Trinity100.mtx,social,ilp,,config0,12,False,True,False,,,105.8,3656676,0,,,,,,,,,,,,,,,,,,,,True,False,False
876,config0,socfb-Trinity100.mtx,social,ilp,,config0,16,False,True,False,,,136.48,3658712,0,,,,,,,,,,,,,,,,,,,,True,False,False
64,config0,socfb-USFCA72.mtx,social,ilp,,config0,1,False,True,False,,,65.97,3656740,0,,,,,,,,,,,,,,,,,,,,True,False,False
164,config0,socfb-USFCA72.mtx,social,ilp,,config0,2,False,True,False,,,62.18,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
264,config0,socfb-USFCA72.mtx,social,ilp,,config0,3,False,True,False,,,61.91,3658736,0,,,,,,,,,,,,,,,,,,,,True,False,False
364,config0,socfb-USFCA72.mtx,social,ilp,,config0,4,False,True,False,,,59.28,3656688,0,,,,,,,,,,,,,,,,,,,,True,False,False
464,config0,socfb-USFCA72.mtx,social,ilp,,config0,6,False,True,False,,,59.81,3656688,0,,,,,,,,,,,,,,,,,,,,True,False,False
564,config0,socfb-USFCA72.mtx,social,ilp,,config0,8,False,True,False,,,60.08,3656688,0,,,,,,,,,,,,,,,,,,,,True,False,False
